#This file was generated on Thu 29 Mar 2018 16:26:23 BST
#Using the somd command, of the molecular library Sire version <2018.1.0> 
#For more information visit: https://github.com/michellab/Sire
#
#General information on simulation parameters:
#Simulation used 20000 moves, 100 cycles and 4000 ps of simulation time 
#Generating lambda is		 0.50000
#Alchemical array is		 (0.0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0)
#Generating temperature is 	25 C
#Energy was saved every 250 steps 
#
#
#   [step]      [potential kcal/mol]       [gradient kcal/mol]      [forward Metropolis]     [backward Metropolis]                   [u_kl]
       0           -7.22943036e+03            2.44897362e+00            9.97551434e-01            1.00244937e+00     1.333571341308820e+00     2.654383046571036e-02    -2.671499813629433e-01    -2.516121607770286e-01    -1.166780949612852e-01     9.301909524943690e-02     3.764411969665191e-01     7.457178258202434e-01     1.216483056615960e+00     1.804825713470340e+00     2.531038593622253e+00
     250           -6.96587517e+03           -9.71217118e-01            1.00096750e+00            9.99025071e-01     2.583112350060158e+01     8.874847165687054e+00     4.645711284621227e+00     3.485181138300911e+00     3.111824035800116e+00     2.960583767533643e+00     2.904070824283483e+00     2.929982586133395e+00     3.054270822265284e+00     3.297673177979607e+00     3.687280531085256e+00
     500           -6.84727482e+03            5.87839062e+00            9.94119911e-01            1.00587654e+00     9.443534048260025e+00     4.611852658200503e+00     2.886231171039370e+00     2.393327768788739e+00     2.500641209893628e+00     2.957660431565164e+00     3.653449970324537e+00     4.537217919316810e+00     5.587897567645067e+00     6.800400583543774e+00     8.184000488730623e+00
     750           -6.76479750e+03           -7.23883019e+00            1.00725760e+00            9.92779925e-01     7.681458945009063e+00     3.809809429813690e+00     2.185526468889481e+00     1.170090199206004e+00     3.332822371116716e-01    -4.244504270641278e-01    -1.110401003905943e+00    -1.708046852195124e+00    -2.196793800204619e+00    -2.557225666459078e+00    -2.766216065575750e+00
    1000           -6.81714529e+03            1.02545676e+00            9.98961851e-01            1.00101274e+00     1.602125882544711e+01     8.581264987454315e+00     6.186589554526369e+00     5.342652292160702e+00     5.074494310340698e+00     5.080775411091431e+00     5.262457635054528e+00     5.588472999724608e+00     6.053277350901646e+00     6.661958084831283e+00     7.429981144825653e+00
    1250           -6.72490909e+03           -6.98783143e-01            1.00069541e+00            9.99297847e-01     4.721182252392520e+00     1.896476402430529e+00     5.399637335212512e-01    -1.614550374765074e-01    -5.204023275113351e-01    -6.707292814335500e-01    -6.719500850574435e-01    -5.483142331171211e-01    -3.058662979913175e-01     5.926244166551002e-02     5.614261996201673e-01
    1500           -6.77513785e+03           -6.74108602e+00            1.00675610e+00            9.93273929e-01     6.054497293437290e+00    -9.231229279437229e-01    -3.444002632730820e+00    -4.727885807928298e+00    -5.619040020624349e+00    -6.348375403125369e+00    -6.973713653252226e+00    -7.501217689874935e+00    -7.921464530640160e+00    -8.220563756672526e+00    -8.377727122945950e+00
    1750           -6.75041773e+03           -1.54743604e+01            1.01558636e+00            9.84636657e-01     6.767219187316037e+01     2.191129775108167e+01     9.975014216423471e+00     5.633535144763528e+00     3.305111449435974e+00     1.604495548392315e+00     1.504211857431099e-01    -1.166523048008025e+00    -2.374195408200348e+00    -3.473551091171218e+00    -4.448057342135695e+00
    2000           -6.76352594e+03           -3.79231441e+00            1.00379924e+00            9.96214600e-01     2.203750332804996e+01     9.721278323106182e+00     5.718815873554050e+00     4.088833633897361e+00     3.261366027970399e+00     2.773316132835684e+00     2.477785631645087e+00     2.328681724061608e+00     2.315509524746077e+00     2.441761161430827e+00     2.723495687066783e+00
    2250           -6.82170122e+03           -1.31826563e+01            1.01326134e+00            9.86895490e-01     1.035015381876620e+01     3.766566481091694e+00     1.297759826385328e-01    -2.278390507031617e+00    -4.075175818758074e+00    -5.521159673290407e+00    -6.738618805620595e+00    -7.786642614651329e+00    -8.691547169643441e+00    -9.461535027388921e+00    -1.008892173720718e+01
    2500           -6.78217949e+03           -3.12576551e+00            1.00313766e+00            9.96886074e-01    -1.790130137381691e+00    -5.965011624796794e+00    -7.410140498229719e+00    -8.111854700539542e+00    -8.581386055426595e+00    -8.940569597740385e+00    -9.204470357648672e+00    -9.359969331345910e+00    -9.388373478396122e+00    -9.271456895713403e+00    -8.987356921399089e+00
    2750           -6.76757928e+03            4.38414132e-01            9.99553616e-01            1.00043044e+00     2.594079696504467e+01     8.386922752497105e+00     4.207287490550641e+00     3.157429953138861e+00     2.906494954718640e+00     2.889678779707226e+00     2.980310753762355e+00     3.165264018912571e+00     3.459323650606347e+00     3.882214332957385e+00     4.460130034009771e+00
    3000           -6.76069774e+03           -9.48232425e+00            1.00952635e+00            9.90561441e-01     6.175502558928588e+00     1.097602756839021e-01    -2.743337202088919e+00    -4.477249932799851e+00    -5.748806408029356e+00    -6.782818181700025e+00    -7.659339050539789e+00    -8.404343921153615e+00    -9.021576158324589e+00    -9.504759321118428e+00    -9.836129860058906e+00
    3250           -6.79759876e+03            7.24903684e+00            9.92780501e-01            1.00727875e+00     7.465029378291463e+00     7.362367513580292e-01    -4.012097658287392e-01    -1.616068584171607e-01     4.292768423556346e-01     1.123932139901974e+00     1.878635357280994e+00     2.702774127251400e+00     3.617402510147316e+00     4.644009074757030e+00     5.808670984265427e+00
    3500           -6.77645351e+03            2.01941324e-01            9.99789631e-01            1.00019351e+00     1.320318934821465e+01     8.723918417926630e+00     6.417835180750854e+00     5.238756183716034e+00     4.709522636448350e+00     4.581380548974617e+00     4.717780968499283e+00     5.044736739592192e+00     5.525219949604286e+00     6.144515490724305e+00     6.906102379011140e+00
    3750           -6.86813942e+03           -1.07141188e+01            1.01075921e+00            9.89330824e-01     4.040487641545895e+01     1.183048610027468e+01     4.005416827911529e+00     9.889356419454853e-01    -6.774883422434029e-01    -1.876481873823143e+00    -2.862651761561422e+00    -3.714085271878977e+00    -4.452211559109239e+00    -5.077681596124138e+00    -5.576006873767636e+00
    4000           -6.84409271e+03            4.37516825e+00            9.95632774e-01            1.00438312e+00     1.320939897376596e+01     1.774084544836662e+00    -6.340867986928514e-01    -9.351160709422742e-01    -7.021860167147262e-01    -3.097765340035761e-01     1.647302254551928e-01     7.201982784491620e-01     1.373551711638341e+00     2.144328610182686e+00     3.056832201989954e+00
    4250           -6.86311560e+03            6.74399221e+00            9.93273413e-01            1.00676143e+00     4.908331449009943e+00     1.269896206260778e+00     6.778968097790811e-01     9.384328140368401e-01     1.460423169819143e+00     2.092440815236763e+00     2.809126205384451e+00     3.620775221342678e+00     4.546339848866978e+00     5.605608686513764e+00     6.823665780936143e+00
    4500           -6.85320647e+03            1.35978426e+00            9.98638291e-01            1.00135785e+00     3.768561112822770e+01     7.736521131649270e+00     1.172076660406407e+00    -3.562268142383011e-01    -6.467416478461887e-01    -5.903032015071584e-01    -4.033903541406513e-01    -1.301540465379835e-01     2.312509154346720e-01     6.947198216871030e-01     1.283148897310487e+00
    4750           -6.86748927e+03           -1.40458665e+01            1.01414735e+00            9.86054623e-01     2.742593107260073e+01     1.156226082023663e+01     6.439494331655738e+00     3.961162057555076e+00     2.233049110457674e+00     7.591172675284503e-01    -5.957383473432799e-01    -1.863119577606613e+00    -3.042745466201953e+00    -4.123946428007509e+00    -5.086390103568012e+00
    5000           -6.83060572e+03            8.06831907e+00            9.91954373e-01            1.00809103e+00     4.029078289662380e+00     9.659326671605339e-01     6.277312587429208e-01     1.036086486088299e+00     1.679259237867003e+00     2.436406504360604e+00     3.294510177167255e+00     4.268885444215814e+00     5.380239622622312e+00     6.648499096854326e+00     8.097250561976090e+00
    5250           -6.86449471e+03           -2.86398276e+00            1.00286234e+00            9.97134395e-01     1.432252462762019e+01     6.099909963950946e+00     3.691662767349603e+00     2.800510597347977e+00     2.333834018213553e+00     2.006321924481369e+00     1.753152315696517e+00     1.571723894327310e+00     1.476329837936492e+00     1.484846328406389e+00     1.621950223796807e+00
    5500           -6.81196958e+03            1.60220200e+00            9.98392752e-01            1.00159714e+00     3.121354407846014e+01     4.630415452771562e+00    -1.431887778818967e+00    -2.900377423559729e+00    -3.191899859181432e+00    -3.125038581030777e+00    -2.898296937035292e+00    -2.549162304808927e+00    -2.072303732079002e+00    -1.451842286555300e+00    -6.620962314154618e-01
    5750           -6.77143269e+03           -1.34165581e+01            1.01349992e+00            9.86666183e-01     3.954598106058864e+01     1.432569338549945e+01     6.741506795191480e+00     3.551085096472279e+00     1.646155538751791e+00     1.864165251398775e-01    -1.079510892097248e+00    -2.229742137545193e+00    -3.285305488411399e+00    -4.245981274088381e+00    -5.095120511026128e+00
    6000           -6.81245396e+03            9.72347712e+00            9.90327641e-01            1.00977498e+00     6.316035154676453e+00     5.705359671505774e+00     6.157458586723906e+00     6.911048755648467e+00     7.773887998575898e+00     8.709252683577864e+00     9.723775236661220e+00     1.083512913759670e+01     1.206246756671222e+01     1.342395412119691e+01     1.494083947530897e+01
    6250           -6.77022007e+03            3.23114079e+00            9.96760580e-01            1.00322279e+00     6.082033515947410e+00     3.669615572927693e+00     2.711190290015564e+00     2.381202632606304e+00     2.392492626250377e+00     2.625924314855414e+00     3.027798116062227e+00     3.575021297449711e+00     4.260646136079974e+00     5.086818914840864e+00     6.065056789781123e+00
    6500           -6.86504079e+03           -1.60318961e+00            1.00160104e+00            9.98394666e-01     4.085755395534971e+00     8.432464741572747e-02    -1.189301333207749e+00    -1.722398604311208e+00    -2.028002102173100e+00    -2.230704766506036e+00    -2.347659738292726e+00    -2.366873202543762e+00    -2.269986536123670e+00    -2.038615757502146e+00    -1.650468371079811e+00
    6750           -6.82240092e+03            1.25408712e+01            9.87527355e-01            1.01260950e+00     4.085701145380717e+00     4.438384510647640e-01     8.551902092406226e-02     7.228584540679609e-01     1.723632144014999e+00     2.906994231131349e+00     4.225865556057828e+00     5.675267078171395e+00     7.263880720487264e+00     9.004732410594730e+00     1.091799978001484e+01
    7000           -6.85299065e+03            5.52751323e+00            9.94481444e-01            1.00553646e+00     1.204617946178350e-01    -4.242367500281463e-01    -3.754520463175599e-01    -8.728084887466056e-02     3.280847275596052e-01     8.373592473688461e-01     1.435968098075325e+00     2.130711723993526e+00     2.933170116347691e+00     3.856733420717375e+00     4.919750567223365e+00
    7250           -6.86015581e+03            1.28878308e+01            9.87188165e-01            1.01296436e+00    -3.384064961073572e+00    -2.957907111396911e+00    -2.092274436202360e+00    -1.047722509675321e+00     1.018788892106571e-01     1.343127586502210e+00     2.683079558274557e+00     4.135732364037783e+00     5.716964349765630e+00     7.442756495118774e+00     9.333072525923210e+00
    7500           -6.85871663e+03            1.83091388e+00            9.98173603e-01            1.00183544e+00     1.119772160537894e+01     4.137504174904483e+00     2.230101942160220e+00     1.764874296665993e+00     1.741337407714722e+00     1.877330737388559e+00     2.098144852015143e+00     2.392523234752626e+00     2.769023716974449e+00     3.242096528223697e+00     3.834665835595638e+00
    7750           -6.82787710e+03            6.75679494e+00            9.93253332e-01            1.00676685e+00     9.486116311380920e+00     7.336554634844141e-01    -1.072042590084720e+00    -1.090503454888487e+00    -6.210387215588760e-01     6.785779021010294e-03     7.239054637998282e-01     1.531774014309439e+00     2.448967834720582e+00     3.496317817141986e+00     4.700528688356872e+00
    8000           -6.83875341e+03            4.71474637e+00            9.95292268e-01            1.00472176e+00     1.241055303886033e+00     1.146796930789705e+00     1.408015565583350e+00     1.768019532651549e+00     2.171071759240869e+00     2.616723983651199e+00     3.119446929513345e+00     3.696860700733757e+00     4.366246733082414e+00     5.143689634849524e+00     6.047875161575186e+00
    8250           -6.86624815e+03            2.79957606e+00            9.97202527e-01            1.00280168e+00     2.263030862072894e-01    -4.273933620866734e-01    -4.620207587825804e-01    -3.239175406970435e-01    -1.233870689799351e-01     1.272546022450012e-01     4.430423748812493e-01     8.448635660889171e-01     1.353122156545915e+00     1.986385785046907e+00     2.766082822974508e+00
