#This file was generated on Thu Mar 29 17:14:05 2018
#Using the somd command, of the molecular library Sire version <2017.2.0> 
#For more information visit: https://github.com/michellab/Sire
#
#General information on simulation parameters:
#Simulation used 20000 moves, 100 cycles and 4000 ps of simulation time 
#Generating lambda is		 0.30000
#Alchemical array is		 (0.0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0)
#Generating temperature is 	25 C
#Energy was saved every 250 steps 
#
#
#   [step]      [potential kcal/mol]       [gradient kcal/mol]      [forward Metropolis]     [backward Metropolis]                   [u_kl]
       0            3.83482115e+00            4.02437753e+00            9.95973791e-01            1.00402249e+00     5.920332909777826e+00     5.908428741669195e+00     6.125104262443223e+00     6.472436802312598e+00     6.927677854399533e+00     7.489798696541078e+00     8.164547089141337e+00     8.959911268439470e+00     9.884607428964934e+00     1.094752016505734e+01     1.215768979290610e+01
     250            3.87397478e+00            6.70394013e+00            9.93309926e-01            1.00671779e+00     5.226839528289503e+00     5.459779256442545e+00     5.928965335460300e+00     6.538520546511325e+00     7.268307766222263e+00     8.119152132572031e+00     9.097921206392659e+00     1.021322658801028e+01     1.147410197953199e+01     1.288956361576668e+01     1.446869667538831e+01
     500            5.45996683e+00            1.24920057e+00            9.98744813e-01            1.00124320e+00     9.889767892266384e+00     9.280556185803004e+00     9.154173941437517e+00     9.215368554478086e+00     9.394455585809022e+00     9.678658457084969e+00     1.007080204390486e+01     1.057823116506911e+01     1.120959633458788e+01     1.197384209907382e+01     1.288013135824832e+01
     750            8.90297451e+00            4.14160662e+00            9.95859359e-01            1.00414253e+00     1.467062484632886e+01     1.448220569587379e+01     1.467258711138446e+01     1.502649995135457e+01     1.549482222098333e+01     1.607112327547968e+01     1.676054792735991e+01     1.757138861073936e+01     1.851269540204337e+01     1.959356515577459e+01     2.082319503639315e+01
    1000            5.81665874e+00            8.73559051e+00            9.91294678e-01            1.00876594e+00     7.916573776900254e+00     8.351990397301321e+00     9.010341304677517e+00     9.817395537466332e+00     1.075620816980922e+01     1.182709978521245e+01     1.303603200406155e+01     1.439095398537439e+01     1.590051461064149e+01     1.757352476880653e+01     1.941897549679171e+01
    1250            5.21462626e+00            2.14713458e+00            9.97848276e-01            1.00214252e+00     8.984257892740423e+00     8.652046882956402e+00     8.647397844537078e+00     8.801281091852744e+00     9.071012321782643e+00     9.449062293624742e+00     9.938736054494159e+00     1.054701409040762e+01     1.128218314179053e+01     1.215295621515854e+01     1.316834624061058e+01
    1500            6.42719001e+00            1.55695555e+00            9.98439902e-01            1.00155380e+00     1.152212906538008e+01     1.091383071817340e+01     1.077171914464904e+01     1.084785430507457e+01     1.107167444658256e+01     1.142308557910767e+01     1.189897669996531e+01     1.250295679857103e+01     1.324158289175575e+01     1.412272872378851e+01     1.515505924335039e+01
    1750            6.35381883e+00            2.42041956e+00            9.97570418e-01            1.00241120e+00     1.068787210150737e+01     1.048232032334880e+01     1.053572421079870e+01     1.072401792802138e+01     1.101561004451068e+01     1.140565294385978e+01     1.189802160917240e+01     1.249974970045469e+01     1.321907934121240e+01     1.406469404432643e+01     1.504555459977577e+01
    2000            6.36833154e+00            1.15959951e+01            9.88464991e-01            1.01165736e+00     8.088390186502517e+00     8.734919041295241e+00     9.659645704353148e+00     1.074851258253319e+01     1.197664096025597e+01     1.334352747800544e+01     1.485564035835705e+01     1.652145259527986e+01     1.834995238703689e+01     2.035012324694441e+01     2.253105419598875e+01
    2250            5.02433407e+00            8.59692672e+00            9.91434503e-01            1.00862847e+00     6.660142582709179e+00     7.050827345813841e+00     7.688070077626986e+00     8.480104668147437e+00     9.405617807866205e+00     1.046385434122700e+01     1.166054473954255e+01     1.300362544702918e+01     1.450177677154626e+01     1.616384115971411e+01     1.799884420570096e+01
    2500            7.06073391e+00            2.69106059e+00            9.97302176e-01            1.00268425e+00     1.186268943834542e+01     1.161846466988423e+01     1.169878575762272e+01     1.191715392717532e+01     1.223238628751601e+01     1.264058960251677e+01     1.314783700175548e+01     1.376280254615940e+01     1.449469374594680e+01     1.535268332692220e+01     1.634597005654425e+01
    2750            4.33175514e+00            7.51495745e+00            9.92507472e-01            1.00753744e+00     5.823233997808675e+00     6.080965356481580e+00     6.621497478024536e+00     7.311165309238707e+00     8.122563415676202e+00     9.055851155241875e+00     1.011840892289590e+01     1.131935726006172e+01     1.266805733804957e+01     1.417368657014838e+01     1.584542346553279e+01
    3000            7.87724715e+00            4.61253262e+00            9.95395584e-01            1.00462066e+00     1.294697644350993e+01     1.274674259680796e+01     1.291625977514742e+01     1.329527044089411e+01     1.382884818567253e+01     1.449807072164776e+01     1.529861846071493e+01     1.623298168681402e+01     1.730702436735600e+01     1.852826171560377e+01     1.990519337789017e+01
    3250            2.98270342e+00            2.79722878e+00            9.97198909e-01            1.00279333e+00     4.944325122011431e+00     4.725081501418777e+00     4.809055816680410e+00     5.034226784487306e+00     5.364423816915759e+00     5.796690129752278e+00     6.337187049865551e+00     6.994536869030912e+00     7.777905805461407e+00     8.696437567428182e+00     9.759331031419276e+00
    3500            5.11394065e+00            3.49187197e+00            9.96506055e-01            1.00348976e+00     8.373701051631157e+00     8.198230789575618e+00     8.340250556164085e+00     8.631343239993319e+00     9.034919640748800e+00     9.548161970609321e+00     1.017730421461314e+01     1.093097179533350e+01     1.181830346267818e+01     1.284839825973961e+01     1.403040925702721e+01
    3750            5.91817596e+00            1.74508589e+00            9.98247266e-01            1.00173741e+00     1.027746689758045e+01     9.929567561950073e+00     9.878297066163585e+00     9.988736989543176e+00     1.022053826201948e+01     1.056334994136071e+01     1.101783470237608e+01     1.158926967233049e+01     1.228499884802935e+01     1.311328966625884e+01     1.408295197167877e+01
    4000            5.88614600e+00            3.38535093e+00            9.96609307e-01            1.00337995e+00     9.569932965069388e+00     9.488363228241621e+00     9.648322117835313e+00     9.934676599955450e+00     1.032329988169059e+01     1.081443727078043e+01     1.141508154052562e+01     1.213402911278385e+01     1.298044103582269e+01     1.396341888217027e+01     1.509208846564917e+01
    4250            8.53736697e+00            1.42609242e+01            9.85838908e-01            1.01436168e+00     1.102233157669834e+01     1.188216270015939e+01     1.305802234252799e+01     1.440942510090530e+01     1.590861785544100e+01     1.755642563707427e+01     1.936080669948942e+01     2.133122397472877e+01     2.347721853998615e+01     2.580800871281606e+01     2.833280438413929e+01
    4500            4.93645326e+00            4.98758318e+00            9.95019592e-01            1.00499475e+00     7.670346716082875e+00     7.612481297347406e+00     7.893637482501913e+00     8.331778840644532e+00     8.887143762543278e+00     9.556321986496593e+00     1.034554859911544e+01     1.126355857617557e+01     1.231958828430512e+01     1.352280173372201e+01     1.488240130188428e+01
    4750            5.31809005e+00            8.86452474e+00            9.91168726e-01            1.00889790e+00     7.090150051553097e+00     7.480606697243670e+00     8.152767615886745e+00     8.975907963107584e+00     9.924299468300324e+00     1.099907351844793e+01     1.220815272117142e+01     1.356093507128001e+01     1.506690863759563e+01     1.673529063656242e+01     1.857526289572344e+01
    5000            6.21244413e+00            2.30093260e+00            9.97690681e-01            1.00229250e+00     1.050916344154672e+01     1.026355131987083e+01     1.030748846658388e+01     1.048540476832868e+01     1.076453708970347e+01     1.114345586778759e+01     1.162899057075546e+01     1.223004092165301e+01     1.295586902917515e+01     1.381563574710757e+01     1.481850354385745e+01
    5250            5.61549451e+00            1.07309193e+01            9.89318126e-01            1.01078020e+00     6.952789543972325e+00     7.601131769832993e+00     8.468776557917447e+00     9.477869201924157e+00     1.061553992512241e+01     1.188598891445914e+01     1.329774671420127e+01     1.486022051197233e+01     1.658279924128263e+01     1.847460158226342e+01     2.054471809227321e+01
    5500            5.34606672e+00            5.68070575e+00            9.94331969e-01            1.00569340e+00     8.318971114787113e+00     8.213624840401705e+00     8.525141252836418e+00     9.023127187329836e+00     9.655070701134703e+00     1.041337997701189e+01     1.130262659259349e+01     1.233080913211922e+01     1.350683446430735e+01     1.483972171519324e+01     1.633863477219072e+01
    5750            5.32591047e+00            6.59472835e+00            9.93421455e-01            1.00661093e+00     7.851250671091036e+00     7.967178889818197e+00     8.396146715874593e+00     8.989107317770404e+00     9.711286281117236e+00     1.055890744532179e+01     1.153718795155632e+01     1.265407836432343e+01     1.391833536147196e+01     1.533884901381002e+01     1.692468934828680e+01
    6000            6.54521909e+00            7.61334915e+00            9.92408168e-01            1.00763490e+00     9.506207756620773e+00     9.798036868956411e+00     1.034835749381503e+01     1.104706456504974e+01     1.186863403711125e+01     1.281139267448609e+01     1.388093760511317e+01     1.508521743974174e+01     1.643293647273493e+01     1.793295669371830e+01     1.959431333912813e+01
    6250            6.10667710e+00            9.58411243e+00            9.90460607e-01            1.00962910e+00     8.534228682183143e+00     8.743757097119065e+00     9.423942008569204e+00     1.030689046051615e+01     1.133434415287473e+01     1.249900690704175e+01     1.380649256416552e+01     1.526557477432588e+01     1.688561469293369e+01     1.867583818773537e+01     2.064551658118199e+01
    6500            4.77978825e+00            1.33882203e+00            9.98651487e-01            1.00132910e+00     8.415362266705440e+00     8.029747764756747e+00     7.981329301829928e+00     8.067358596627068e+00     8.244348243736972e+00     8.508941663235484e+00     8.868026014772742e+00     9.330848876076136e+00     9.906947475830293e+00     1.060565548866999e+01     1.143625355724091e+01
    6750            7.21795841e+00            2.21437271e+00            9.97781411e-01            1.00221013e+00     1.239589018978050e+01     1.203693714516028e+01     1.202573620757716e+01     1.218251850601399e+01     1.246318274386331e+01     1.286003274735735e+01     1.337633191441892e+01     1.401901381653516e+01     1.479631746498569e+01     1.571690484988247e+01     1.678974267705130e+01
    7000            8.43723531e+00            6.99551625e+00            9.93025052e-01            1.00701614e+00     1.301872327404049e+01     1.315521606523040e+01     1.361150950660685e+01     1.424042220021009e+01     1.500674634358705e+01     1.590586845773641e+01     1.694233453697948e+01     1.812368080633710e+01     1.945844270655503e+01     2.095540956080351e+01     2.262360061383632e+01
    7250            1.06645842e+01            3.70429761e+00            9.96295778e-01            1.00370434e+00     1.802332449239637e+01     1.762225992847519e+01     1.770505334815497e+01     1.799975651270645e+01     1.843495464052343e+01     1.899245062672676e+01     1.967070760379390e+01     2.047433383749254e+01     2.141044985946417e+01     2.248724222997218e+01     2.371351263017699e+01
